main_topic,description_1,bill_link,bill_name,current_status,first_house_progress,second_house_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for certain restaurant/hotel/nightclub/theater/caterer licenses",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for certain tavern/snack bar/motel/public house licenses",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for distillers and distillery off-site tasting rooms licenses",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for distillers and distillery off-site tasting rooms licenses",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for distillers and distillery off-site tasting rooms licenses",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for domestic wineries and breweries and microbreweries licenses",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for nonprofit arts organization license",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for senior center license",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, reducing for sports entertainment facility license",https://app.leg.wa.gov/billsummary?BillNumber=1359&Year=2021&Initiative=false,3rd Substitute - 3SHB 1359,C 116 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Reducing liquor license fees temporarily.,"Stonier, MacEwen, Robertson, Shewmake, Ormsby, Macri",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, waiving for one year, unless licensee has violated COVID-19/emergency requirements",https://app.leg.wa.gov/billsummary?BillNumber=5272&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5272,C 6 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning temporarily waiving certain liquor and cannabis board annual licensing fees.,"Rolfes, Frockt, Conway, Das, Dhingra, Keiser, Lovelett, Mullet, Nguyen, Nobles, Randall, Saldaña, Stanford, Claire Wilson, Jeff Wilson",No Requester,14,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, fees, waiving for one year, unless licensee has violated COVID-19/emergency requirements",https://app.leg.wa.gov/billsummary?BillNumber=5272&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5272,C 6 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning temporarily waiving certain liquor and cannabis board annual licensing fees.,"Rolfes, Frockt, Conway, Das, Dhingra, Keiser, Lovelett, Mullet, Nguyen, Nobles, Randall, Saldaña, Stanford, Claire Wilson, Jeff Wilson",No Requester,14,2
COVID-19 AND CORONAVIRUS,"Lodging facilities, housing long-term guests under eviction moratorium, property tax exemption",https://app.leg.wa.gov/billsummary?BillNumber=5556&Year=2021&Initiative=false,SB 5556,SHousing & Loca,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing financial relief to hotels, motels, and other lodging facilities impacted by the eviction moratorium.","Fortunato, Padden, Randall, Salomon, Wagoner",No Requester,2,3
COVID-19 AND CORONAVIRUS,"Lodging facility operators, housing long-term guests under eviction moratorium, reimbursing for legal costs",https://app.leg.wa.gov/billsummary?BillNumber=5556&Year=2021&Initiative=false,SB 5556,SHousing & Loca,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing financial relief to hotels, motels, and other lodging facilities impacted by the eviction moratorium.","Fortunato, Padden, Randall, Salomon, Wagoner",No Requester,2,3
COVID-19 AND CORONAVIRUS,"Long-term care facilities, communications/resident contact information/stop placement orders/visitation, improving",https://app.leg.wa.gov/billsummary?BillNumber=1218&Year=2021&Initiative=false,Substitute - SHB 1218,C 159 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Improving health, safety, and quality of life for residents in long-term care facilities.","Bateman, Simmons, Sells, Lekanoff, Peterson, Stonier, Davis, Taylor, Dolan, Orwall, Cody, Santos, Ortiz-Self, Fitzgibbon, Slatter, Bronoske, Callan, Valdez, Ramel, Riccelli, Macri, Goodman, Harris-Talley",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities, communications/resident contact information/stop placement orders/visitation, improving",https://app.leg.wa.gov/billsummary?BillNumber=1218&Year=2021&Initiative=false,Substitute - SHB 1218,C 159 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Improving health, safety, and quality of life for residents in long-term care facilities.","Bateman, Simmons, Sells, Lekanoff, Peterson, Stonier, Davis, Taylor, Dolan, Orwall, Cody, Santos, Ortiz-Self, Fitzgibbon, Slatter, Bronoske, Callan, Valdez, Ramel, Riccelli, Macri, Goodman, Harris-Talley",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities, comprehensive disaster preparedness plans of",https://app.leg.wa.gov/billsummary?BillNumber=1218&Year=2021&Initiative=false,Substitute - SHB 1218,C 159 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Improving health, safety, and quality of life for residents in long-term care facilities.","Bateman, Simmons, Sells, Lekanoff, Peterson, Stonier, Davis, Taylor, Dolan, Orwall, Cody, Santos, Ortiz-Self, Fitzgibbon, Slatter, Bronoske, Callan, Valdez, Ramel, Riccelli, Macri, Goodman, Harris-Talley",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities, comprehensive disaster preparedness plans of",https://app.leg.wa.gov/billsummary?BillNumber=1218&Year=2021&Initiative=false,Substitute - SHB 1218,C 159 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Improving health, safety, and quality of life for residents in long-term care facilities.","Bateman, Simmons, Sells, Lekanoff, Peterson, Stonier, Davis, Taylor, Dolan, Orwall, Cody, Santos, Ortiz-Self, Fitzgibbon, Slatter, Bronoske, Callan, Valdez, Ramel, Riccelli, Macri, Goodman, Harris-Talley",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities, epidemic disease preparedness and response guidelines for, developing",https://app.leg.wa.gov/billsummary?BillNumber=5294&Year=2021&Initiative=false,Substitute - SSB 5294,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the creation of statewide epidemic preparedness and response guidelines for long-term care facilities.,"Cleveland, Muzzall, Conway, Randall, Robinson, Van De Wege, Claire Wilson",No Requester,6,3
COVID-19 AND CORONAVIRUS,"Long-term care facilities, epidemic disease preparedness and response guidelines for, developing",https://app.leg.wa.gov/billsummary?BillNumber=5294&Year=2021&Initiative=false,Substitute - SSB 5294,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the creation of statewide epidemic preparedness and response guidelines for long-term care facilities.,"Cleveland, Muzzall, Conway, Randall, Robinson, Van De Wege, Claire Wilson",No Requester,6,3
COVID-19 AND CORONAVIRUS,"Long-term care facilities, essential support person and resident representative for each resident",https://app.leg.wa.gov/billsummary?BillNumber=1218&Year=2021&Initiative=false,Substitute - SHB 1218,C 159 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Improving health, safety, and quality of life for residents in long-term care facilities.","Bateman, Simmons, Sells, Lekanoff, Peterson, Stonier, Davis, Taylor, Dolan, Orwall, Cody, Santos, Ortiz-Self, Fitzgibbon, Slatter, Bronoske, Callan, Valdez, Ramel, Riccelli, Macri, Goodman, Harris-Talley",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities, essential support person and resident representative for each resident",https://app.leg.wa.gov/billsummary?BillNumber=1218&Year=2021&Initiative=false,Substitute - SHB 1218,C 159 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Improving health, safety, and quality of life for residents in long-term care facilities.","Bateman, Simmons, Sells, Lekanoff, Peterson, Stonier, Davis, Taylor, Dolan, Orwall, Cody, Santos, Ortiz-Self, Fitzgibbon, Slatter, Bronoske, Callan, Valdez, Ramel, Riccelli, Macri, Goodman, Harris-Talley",No Requester,21,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities/workers, impact of emergency operations on, modifications due to",https://app.leg.wa.gov/billsummary?BillNumber=1120&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1120,C 203 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning state of emergency operations impacting long-term services and supports.,"Tharinger, Harris, Cody, Riccelli, Stonier, Macri",Department of Social and Health Services,4,1
COVID-19 AND CORONAVIRUS,"Long-term care facilities/workers, impact of emergency operations on, modifications due to",https://app.leg.wa.gov/billsummary?BillNumber=1120&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1120,C 203 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning state of emergency operations impacting long-term services and supports.,"Tharinger, Harris, Cody, Riccelli, Stonier, Macri",Department of Social and Health Services,4,1
COVID-19 AND CORONAVIRUS,"Meat processing facilities, pandemic impact on, license/intrastate inspection program to address",https://app.leg.wa.gov/billsummary?BillNumber=1102&Year=2021&Initiative=false,HB 1102,"HRDev, Ag&NR","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing an intrastate meat inspection program.,"Walsh, Shewmake, Dent",No Requester,1,2
COVID-19 AND CORONAVIRUS,"Meetings, public, in virtual settings, public agency authority for holding",https://app.leg.wa.gov/billsummary?BillNumber=1180&Year=2021&Initiative=false,HB 1180,HLocal Govt,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning public testimony at public meetings, including virtual meetings.","Kraft, Sutherland",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Meetings, public, remote or limited during declared emergency, requirements",https://app.leg.wa.gov/billsummary?BillNumber=1056&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1056,HRules 3C,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning open public meeting notice requirements and declared emergencies.,"Pollet, Goehner, Kloba, Lekanoff, Leavitt, Senn, Callan, Fey",No Requester,7,1
COVID-19 AND CORONAVIRUS,"Meetings, public, remote or limited during declared emergency, requirements",https://app.leg.wa.gov/billsummary?BillNumber=1056&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1056,HRules 3C,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning open public meeting notice requirements and declared emergencies.,"Pollet, Goehner, Kloba, Lekanoff, Leavitt, Senn, Callan, Fey",No Requester,7,1
COVID-19 AND CORONAVIRUS,"Mental health treatment, certain nonprofit organizations providing, B&O tax deduction for, reenacting",https://app.leg.wa.gov/billsummary?BillNumber=1296&Year=2021&Initiative=false,HB 1296,C 124 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing a business and occupation tax preference for behavioral health administrative services organizations.,"Young, Thai, Robertson, Rule",No Requester,2,2
COVID-19 AND CORONAVIRUS,"Mental health, behavioral health provider grant program and workforce pilot program/training support grants",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,C 170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COVID-19 AND CORONAVIRUS,"Mental health, behavioral health provider grant program and workforce pilot program/training support grants",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,C 170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COVID-19 AND CORONAVIRUS,"Mental health, behavioral health provider grant program and workforce pilot program/training support grants",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,C 170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COVID-19 AND CORONAVIRUS,"Mental health, counselor/MFT/social worker associates, license renewal waiver during emergency",https://app.leg.wa.gov/billsummary?BillNumber=1063&Year=2021&Initiative=false,HB 1063,C 57 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Allowing additional renewals for behavioral health professional trainee and associate credentials.,"Harris, Cody, Bateman, Kloba, Ortiz-Self, Leavitt, Slatter, Tharinger, Callan, Riccelli, Macri, Rule, Davis, Pollet",No Requester,13,1
COVID-19 AND CORONAVIRUS,"Mental health, limited mental health staff certificate, for trauma-informed counseling of COVID-impacted students",https://app.leg.wa.gov/billsummary?BillNumber=1444&Year=2021&Initiative=false,HB 1444,HEducation,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing trauma-informed counseling and supports to students who were impacted by the COVID-19 pandemic.,"Rule, Wicks, Simmons, Berry, Jesse Johnson, Taylor, Orwall, Ryu, Fitzgibbon, Ramel, Wylie, Pollet, Thai, Harris-Talley",No Requester,14,1
COVID-19 AND CORONAVIRUS,"Motor vehicle dealers, sales transaction electronic, internet, and location options",https://app.leg.wa.gov/billsummary?BillNumber=1049&Year=2021&Initiative=false,Engrossed - EHB 1049,C 201 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the off-site delivery of a vehicle by a vehicle dealer licensed under chapter 46.70 RCW.,"Kirby, Vick, Kloba, Leavitt, Ryu, Morgan, Ramel, Springer, Stokesbary",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Open safe, open now plan, for reopening Washington, presenting Phase 3 regulations applying in all counties",https://app.leg.wa.gov/billsummary?BillNumber=1553&Year=2021&Initiative=false,HB 1553,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Implementing the ""open safe, open now"" plan for reopening Washington.","MacEwen, Chapman, Robertson, Jacobsen, Eslick, Boehnke",No Requester,1,5
COVID-19 AND CORONAVIRUS,"Open safe, open now plan, for reopening Washington, presenting Phase 3 regulations applying in all counties",https://app.leg.wa.gov/billsummary?BillNumber=5473&Year=2021&Initiative=false,SB 5473,SState Govt & E,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Implementing the ""open safe, open now"" plan for reopening Washington.","Brown, Sheldon, Braun, Dozier, Fortunato, Holy, Honeyford, McCune, Muzzall, Rivers, Short, Wagoner, Warnick, Jeff Wilson, Linda Wilson",No Requester,2,14
COVID-19 AND CORONAVIRUS,"Parks, local, budget needs due to COVID, local sales/use tax for",https://app.leg.wa.gov/billsummary?BillNumber=1025&Year=2021&Initiative=false,Substitute - SHB 1025,HRules R,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning local parks funding options.,"Wicks, Eslick, Shewmake, Duerr, Ramel, Senn, Ortiz-Self, Ryu, Goehner, Jacobsen, Pollet",No Requester,8,3
COVID-19 AND CORONAVIRUS,"Parks, local, budget needs due to COVID, local sales/use tax for",https://app.leg.wa.gov/billsummary?BillNumber=1025&Year=2021&Initiative=false,Substitute - SHB 1025,HRules R,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning local parks funding options.,"Wicks, Eslick, Shewmake, Duerr, Ramel, Senn, Ortiz-Self, Ryu, Goehner, Jacobsen, Pollet",No Requester,8,3
COVID-19 AND CORONAVIRUS,"Parks, local, budget needs due to COVID, local sales/use tax for",https://app.leg.wa.gov/billsummary?BillNumber=5006&Year=2021&Initiative=false,SB 5006,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning local parks funding options.,"Van De Wege, Kuderer, Liias, Nguyen, Rivers, Saldaña, Claire Wilson",No Requester,6,3
COVID-19 AND CORONAVIRUS,"Parks/trails/outdoor spaces, ""parks Rx"" health and wellness pilot program, task force for developing, convening",https://app.leg.wa.gov/billsummary?BillNumber=5292&Year=2021&Initiative=false,Substitute - SSB 5292,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the use of parks and recreation spaces, trails, and facilities in the design of parks Rx pilot program collaboratively designed with the health care and insurance industry sectors.","Nobles, Cleveland, Das, Keiser, Lovelett, Nguyen, Randall, Salomon, Stanford, Van De Wege, Claire Wilson",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Parks/trails/outdoor spaces, ""parks Rx"" health and wellness pilot program, task force for developing, convening",https://app.leg.wa.gov/billsummary?BillNumber=5292&Year=2021&Initiative=false,Substitute - SSB 5292,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the use of parks and recreation spaces, trails, and facilities in the design of parks Rx pilot program collaboratively designed with the health care and insurance industry sectors.","Nobles, Cleveland, Das, Keiser, Lovelett, Nguyen, Randall, Salomon, Stanford, Van De Wege, Claire Wilson",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Personal protective equipment, vendors of, database of, developing",https://app.leg.wa.gov/billsummary?BillNumber=5302&Year=2021&Initiative=false,Substitute - SSB 5302,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing a personal protective equipment vendor database.,"Cleveland, Conway, Claire Wilson",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Personal protective equipment, vendors of, database of, developing",https://app.leg.wa.gov/billsummary?BillNumber=5302&Year=2021&Initiative=false,Substitute - SSB 5302,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing a personal protective equipment vendor database.,"Cleveland, Conway, Claire Wilson",No Requester,3,2
COVID-19 AND CORONAVIRUS,"Personal protective equipment, Washington producers of, website of/report about/tax exemptions for",https://app.leg.wa.gov/billsummary?BillNumber=1489&Year=2021&Initiative=false,HB 1489,HFinance,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning locally manufactured personal protective equipment.,"Boehnke, Corry, Graham, Walen, Chandler, Leavitt, MacEwen, Orwall, Hoff, Chambers, Abbarno, Klicker, Lovick, Shewmake, Dent, Steele, Dufault, Slatter, Jacobsen, Schmick, Eslick, Young",No Requester,6,16
COVID-19 AND CORONAVIRUS,"Plastic and paper carryout bags, delaying requirements due to supply chain problems",https://app.leg.wa.gov/billsummary?BillNumber=1053&Year=2021&Initiative=false,Substitute - SHB 1053,HRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Delaying the implementation of restrictions on carryout bags.,"Peterson, Dye, Kloba, Ortiz-Self",No Requester,3,1
COVID-19 AND CORONAVIRUS,"Plastic and paper carryout bags, delaying requirements due to supply chain problems",https://app.leg.wa.gov/billsummary?BillNumber=1053&Year=2021&Initiative=false,Substitute - SHB 1053,HRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Delaying the implementation of restrictions on carryout bags.,"Peterson, Dye, Kloba, Ortiz-Self",No Requester,3,1
COVID-19 AND CORONAVIRUS,"Postpartum/pregnant persons, medicaid postpartum coverage for, extending after COVID emergency",https://app.leg.wa.gov/billsummary?BillNumber=5068&Year=2021&Initiative=false,Substitute - SSB 5068,C 90 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Improving maternal health outcomes by extending coverage during the postpartum period.,"Randall, Rivers, Billig, Cleveland, Conway, Darneille, Das, Dhingra, Frockt, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Muzzall, Nguyen, Nobles, Saldaña, Salomon, Stanford, Warnick, Claire Wilson",No Requester,19,5
COVID-19 AND CORONAVIRUS,"Postpartum/pregnant persons, medicaid postpartum coverage for, extending after COVID emergency",https://app.leg.wa.gov/billsummary?BillNumber=5068&Year=2021&Initiative=false,Substitute - SSB 5068,C 90 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Improving maternal health outcomes by extending coverage during the postpartum period.,"Randall, Rivers, Billig, Cleveland, Conway, Darneille, Das, Dhingra, Frockt, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Muzzall, Nguyen, Nobles, Saldaña, Salomon, Stanford, Warnick, Claire Wilson",No Requester,19,5
COVID-19 AND CORONAVIRUS,"Property taxes, interest/penalties suspension and payment extensions/tax deferral, due to COVID emergency",https://app.leg.wa.gov/billsummary?BillNumber=1332&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1332,C 73 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning property tax deferral during the COVID-19 pandemic.,"Sullivan, Ramel, Leavitt, Dufault, Hackney, Wylie, Santos, Ortiz-Self, Ormsby, Rule, Stokesbary, Callan, Pollet, Macri",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Property taxes, interest/penalties suspension and payment extensions/tax deferral, due to COVID emergency",https://app.leg.wa.gov/billsummary?BillNumber=5402&Year=2021&Initiative=false,SB 5402,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning property tax deferral during the COVID-19 pandemic.,"Mullet, Kuderer",No Requester,2,0
COVID-19 AND CORONAVIRUS,"Property taxes, payment extension/tax deferral via payment plan for properties used for business, due to COVID emergency",https://app.leg.wa.gov/billsummary?BillNumber=1332&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1332,C 73 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning property tax deferral during the COVID-19 pandemic.,"Sullivan, Ramel, Leavitt, Dufault, Hackney, Wylie, Santos, Ortiz-Self, Ormsby, Rule, Stokesbary, Callan, Pollet, Macri",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Property taxes, state, antidisplacement property exemption for portion of residential property's assessed value",https://app.leg.wa.gov/billsummary?BillNumber=1494&Year=2021&Initiative=false,Substitute - SHB 1494,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing housing safety, security, and protection for Washington families by creating the antidisplacement property tax exemption.","Harris-Talley, Berg, Davis, Wicks, Peterson, Ortiz-Self, Orwall, Gregerson, Chapman, Ramel, Simmons, Berry, Lekanoff, Frame, Hackney, Slatter, Duerr, Kirby, Thai, Valdez, Ormsby, Morgan",No Requester,22,1
COVID-19 AND CORONAVIRUS,"Property taxes, state, antidisplacement property exemption for portion of residential property's assessed value",https://app.leg.wa.gov/billsummary?BillNumber=1494&Year=2021&Initiative=false,Substitute - SHB 1494,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing housing safety, security, and protection for Washington families by creating the antidisplacement property tax exemption.","Harris-Talley, Berg, Davis, Wicks, Peterson, Ortiz-Self, Orwall, Gregerson, Chapman, Ramel, Simmons, Berry, Lekanoff, Frame, Hackney, Slatter, Duerr, Kirby, Thai, Valdez, Ormsby, Morgan",No Requester,22,1
COVID-19 AND CORONAVIRUS,"Property taxes, state, residential real property exemption from, when, constitutional amendment for",https://app.leg.wa.gov/billsummary?BillNumber=1494&Year=2021&Initiative=false,Substitute - SHB 1494,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing housing safety, security, and protection for Washington families by creating the antidisplacement property tax exemption.","Harris-Talley, Berg, Davis, Wicks, Peterson, Ortiz-Self, Orwall, Gregerson, Chapman, Ramel, Simmons, Berry, Lekanoff, Frame, Hackney, Slatter, Duerr, Kirby, Thai, Valdez, Ormsby, Morgan",No Requester,22,1
COVID-19 AND CORONAVIRUS,"Property taxes, state, residential real property exemption from, when, constitutional amendment for",https://app.leg.wa.gov/billsummary?BillNumber=1494&Year=2021&Initiative=false,Substitute - SHB 1494,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing housing safety, security, and protection for Washington families by creating the antidisplacement property tax exemption.","Harris-Talley, Berg, Davis, Wicks, Peterson, Ortiz-Self, Orwall, Gregerson, Chapman, Ramel, Simmons, Berry, Lekanoff, Frame, Hackney, Slatter, Duerr, Kirby, Thai, Valdez, Ormsby, Morgan",No Requester,22,1
